PILOT_FLY_OPS,OTH_FLT_FLY_OPS,TRAIN_FLY_OPS,PERS_EXP_FLY_OPS,PRO_FLY_OPS,INTERCHG_FLY_OPS,FUEL_FLY_OPS,OIL_FLY_OPS,RENTAL_FLY_OPS,OTHER_FLY_OPS,INS_FLY_OPS,BENEFITS_FLY_OPS,INCIDENT_FLY_OPS,PAY_TAX_FLY_OPS,OTH_TAX_FLY_OPS,OTHER_EXP_FLY_OPS,TOT_FLY_OPS,AIRFRAME_LABOR,ENGINE_LABOR,AIRFRAME_REPAIR,ENGINE_REPAIRS,INTERCHG_CHARG,AIRFRAME_MATERIALS,ENGINE_MATERIALS,AIRFRAME_ALLOW,AIRFRAME_OVERHAULS,ENGINE_ALLOW,ENGINE_OVERHAULS,TOT_DIR_MAINT,AP_MT_BURDEN,TOT_FLT_MAINT_MEMO,NET_OBSOL_PARTS,AIRFRAME_DEP,ENGINE_DEP,PARTS_DEP,ENG_PARTS_DEP,OTH_FLT_EQUIP_DEP,OTH_FLT_EQUIP_DEP_GRP_I,FLT_EQUIP_A_EXP,FLY_OPS_EXP_I_A,TOT_AIR_OP_EXPENSES,DEV_N_PREOP_EXP,OTH_INTANGIBLES,EQUIP_N_HANGAR_DEP,G_PROP_DEP,CAP_LEASES_DEP,TOTAL_AIR_HOURS,AIR_DAYS_ASSIGN,AIR_FUELS_ISSUED,AIRCRAFT_CONFIG,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
0.00,,0.00,0.00,0.00,,549.97,,1789.97,,0.00,0.00,,0.00,,0.00,2339.94,0.63,,0.00,,,4.79,0.00,0.00,,,,5.42,2.17,7.59,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,2347.53,,,,,,0.23,0.02,139.19,2,6,625,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,3,3,2023,1
0.00,,0.00,0.00,0.00,,1230.01,,4005.03,,0.00,0.00,,0.00,,0.00,5235.03,1.41,,0.00,,,10.71,0.00,0.00,,,,12.13,4.86,16.98,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,5252.02,,,,,,1.07,0.03,1305.29,2,8,821,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16757,A,3,3,2023,1
0.00,,0.00,0.00,0.00,,2395.81,,7797.27,,0.00,0.00,,0.00,,0.00,10193.07,2.75,,0.00,,,20.86,0.00,0.00,,,,23.61,9.46,33.07,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,10226.14,,,,,,1.44,0.16,950.30,2,6,625,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2023,1
0.00,,0.00,0.00,0.00,,10673.88,,34740.01,,0.00,0.00,,0.00,,0.00,45413.90,12.25,,0.00,,,92.96,0.00,0.00,,,,105.21,42.13,147.34,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,45561.23,,,,,,1.95,0.07,2654.14,2,8,821,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,3,3,2023,1
0.00,,0.00,0.00,0.00,,46498.21,,151330.62,,0.00,0.00,,0.00,,0.00,197828.83,53.37,,0.00,,,404.94,0.00,0.00,,,,458.30,183.53,641.83,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,198470.65,,,,,,12.35,0.47,16815.18,2,8,821,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2023,1
0.00,,0.44,0.92,0.00,,0.23,,0.00,,0.00,0.05,,0.04,,0.34,2.01,1.50,,0.56,,,5.34,0.80,0.14,,,,8.33,11.56,19.90,,0.12,0.00,0.07,0.00,0.00,,0.00,0.00,22.11,,,,,,3.43,0.45,2521.24,2,6,625,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2023,1
0.00,,5.54,11.74,0.00,,1660.55,,0.00,,0.00,0.61,,0.49,,4.79,1683.72,19.07,,212.25,,,67.85,10.11,1.84,,,,311.11,147.01,458.12,,1.56,47.37,0.93,0.00,0.00,,0.00,0.00,2191.71,,,,,,0.64,0.17,2030.09,1,8,819,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2023,1
0.00,,15.19,32.19,0.00,,4552.93,,0.00,,0.00,1.67,,1.33,,13.15,4616.46,52.27,,581.96,,,186.03,27.72,5.04,,,,853.02,403.07,1256.09,,4.28,129.88,2.54,0.00,0.00,,0.00,0.00,6009.25,,,,,,1.04,0.27,3312.25,1,8,819,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2023,1
0.00,,37.29,79.01,0.00,,1145.23,,0.00,,0.00,4.10,,3.27,,29.10,1298.00,128.31,,47.69,,,456.63,68.05,12.36,,,,713.03,989.38,1702.42,,10.51,0.00,46.13,0.00,0.00,,0.00,0.00,3057.05,,,,,,4.67,0.56,10926.71,2,6,627,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2023,1
0.00,,70.72,149.83,0.00,,19417.97,,353.04,,0.00,7.77,,6.20,,61.19,20066.71,243.32,,2708.84,,,865.92,129.04,23.44,,,,3970.56,1876.19,5846.75,,1097.76,1208.24,374.50,0.00,0.00,,0.00,0.00,28593.96,,,,,,2.96,0.42,8884.87,2,8,821,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2023,1
0.00,,156.22,330.95,0.00,,82.02,,0.00,,0.00,17.16,,13.70,,121.88,721.91,537.46,,199.75,,,1912.71,285.02,51.77,,,,2986.72,4144.27,7130.98,,44.03,0.00,26.14,0.00,0.00,,0.00,0.00,7923.05,,,,,,2.11,0.27,1545.28,2,6,625,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2023,1
0.00,,247.62,524.59,0.00,,45550.40,,8290.57,,0.00,27.20,,21.71,,214.24,54876.32,851.93,,9484.49,,,3031.86,451.79,82.06,,,,13902.14,6569.13,20471.26,,69.79,2695.96,41.43,0.00,0.00,,0.00,0.00,78154.77,,,,,,11.47,1.21,35881.86,2,8,819,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2023,1
0.00,,276.45,585.66,0.00,,75903.54,,1380.00,,0.00,30.36,,24.24,,8742.56,86942.81,951.11,,10588.68,,,3384.84,504.39,91.62,,,,15520.64,18486.68,34007.32,,4291.09,4722.93,1463.88,0.00,0.00,,0.00,0.00,131428.01,,,,,,4.83,0.68,14496.37,2,8,821,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2023,1
0.00,,735.86,1558.91,0.00,,135362.09,,24637.08,,0.00,80.82,,64.52,,636.66,163075.94,2531.68,,28185.05,,,9009.79,1342.59,243.87,,,,41312.98,19521.47,60834.45,,207.39,8011.60,123.11,0.00,0.00,,0.00,0.00,232252.48,,,,,,18.72,1.98,58544.08,2,8,819,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2023,1
0.00,0.00,0.00,-4.16,4.65,,0.00,0.00,31.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,31.98,0.00,0.00,155.84,15.82,,-140.28,-35.07,0.00,0.00,0.00,0.00,-3.69,0.00,-3.69,0.00,420.05,93.17,15.70,0.00,37.76,,0.00,,594.97,,,,,,0.00,0.00,0.00,1,6,631,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2023,1
0.00,0.00,0.00,0.00,,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,,0.00,,,0.00,,,,,,,0.00,,,,,,0.00,0.00,0.00,2,7,740,20195,WI,Sky Lease Cargo,WI,Sky Lease Cargo,16884,I,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,7,730,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,-592.00,-592.00,41.00,5.00,10.00,27.00,,583.00,778.00,234.00,,135.00,,1813.00,1560.00,3373.00,,127.00,137.00,11.00,4.00,,,,,3060.00,,,,,,0.15,0.05,242.76,2,6,691,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,0.00,,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,6,622,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,0.00,,,1.00,0.00,-1.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,6,622,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,6,691,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,6,691,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,6,692,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,06200,D,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,6,692,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,6,692,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,6,692,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,7,715,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,06200,D,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,7,715,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,7,730,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,06200,D,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,,,,0.00,0.00,0.00,2,7,732,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.96,-6.96,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,-6.96,,,,,,0.00,0.09,0.00,1,6,774,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,,,0.00,,0.00,,,,,,0.00,0.00,0.00,2,6,622,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,,,0.00,,0.00,,,,,,0.00,0.00,0.00,2,6,691,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,,,0.00,,0.00,,,,,,0.00,0.00,0.00,2,6,691,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,,,0.00,,0.00,,,,,,0.00,0.00,0.00,2,7,740,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,,,0.00,,0.00,,,,,,0.00,0.00,0.00,2,7,740,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,,,,0.00,,0.00,,,,,,0.00,0.00,0.00,2,8,821,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,4,451,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,6,675,20445,C5,CommuteAir LLC dba CommuteAir,C5,CommuteAir LLC dba CommuteAir,11059,L,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,2,6,614,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,2,6,617,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,2,6,619,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,2,6,626,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,D,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,2,6,626,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.09,0.00,1,6,665,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.78,25.69,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,128.47,0.00,128.47,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,128.47,,,,,,0.00,0.00,0.00,1,4,451,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,,17.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.99,0.00,0.00,0.05,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,18.04,,,,,,0.03,0.01,6.44,1,6,685,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,,45.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.28,52.50,0.00,0.00,0.86,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,53.36,,,,,,0.00,0.09,0.00,1,6,609,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,4,461,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,06700,D,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,4,482,19687,QX,Horizon Air,QX,Horizon Air,11023,L,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,6,612,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,6,614,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,6,622,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,6,622,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,6,622,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,6,622,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,6,622,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,6,622,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,6,622,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,6,626,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,,0.00,0.00,0.00,1,6,626,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2023,1
